Delito,SubDelito,Fecha,Victima,SubVictima,Edad,Sexo,Nacionalidad,Provincia,Canton,Distrito,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,FRANCIA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,FRANCIA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,FRANCIA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,FRANCIA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,06:00:00 - 08:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,21:00:00 - 23:59:59,VEHICULO,CARGA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-23,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,ALEMANIA,LIMON,TALAMANCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,LIMON,TALAMANCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,INDIA,LIMON,TALAMANCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,06:00:00 - 08:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-24,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,REPUBLICA CHECA,GUANACASTE,NANDAYURE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,00:00:00 - 02:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ALAJUELITA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Desconocido,MUJER,Desconocido,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Desconocido,MUJER,Desconocido,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-22,09:00:00 - 11:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-24,09:00:00 - 11:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,15:00:00 - 17:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,MUJER,NICARAGUA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,15:00:00 - 17:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,18:00:00 - 20:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,GOICOECHEA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,18:00:00 - 20:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,PUNTARENAS,QUEPOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,00:00:00 - 02:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,00:00:00 - 02:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-25,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,Desconocido,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-18,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,09:00:00 - 11:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,MUJER,BRASIL,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,09:00:00 - 11:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,BRASIL,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,12:00:00 - 14:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Adulto Mayor,MUJER,COSTA RICA,SAN JOSE,MONTES DE OCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,MONTES DE OCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,12:00:00 - 14:59:59,VEHICULO,MICROBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,15:00:00 - 17:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,09:00:00 - 11:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,CORREDORES,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,CARTAGO,CARTAGO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,06:00:00 - 08:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,TIBAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-07,12:00:00 - 14:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-07,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,ALAJUELITA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,18:00:00 - 20:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,00:00:00 - 02:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MORAVIA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,12:00:00 - 14:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,ESPANA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-24,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-24,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,DESCONOCIDO,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,18:00:00 - 20:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,DINAMARCA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,DINAMARCA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Menor de edad,MUJER,DINAMARCA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Menor de edad,MUJER,DINAMARCA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,ESPARZA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,15:00:00 - 17:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,15:00:00 - 17:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,15:00:00 - 17:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,Desconocido,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,12:00:00 - 14:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Desconocido,HOMBRE,Desconocido,SAN JOSE,DESAMPARADOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-26,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SANTA ANA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-15,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,18:00:00 - 20:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,MUJER,COSTA RICA,HEREDIA,SAN ISIDRO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,PARAISO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Desconocido,HOMBRE,NICARAGUA,CARTAGO,PARAISO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-22,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,TIBAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,12:00:00 - 14:59:59,VEHICULO,CARGA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,TIBAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,12:00:00 - 14:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,PAISES BAJOS (HOLANDA),PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,PAISES BAJOS (HOLANDA),PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,CARTAGO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,PAISES BAJOS (HOLANDA),PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,PAISES BAJOS (HOLANDA),PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,03:00:00 - 05:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,ESTADOS UNIDOS,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-27,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-28,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,SAN ISIDRO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-17,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,CANADA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,18:00:00 - 20:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,MONTES DE OCA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,15:00:00 - 17:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,15:00:00 - 17:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN RAMON,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,18:00:00 - 20:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN RAMON,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-29,12:00:00 - 14:59:59,VEHICULO,OTRO O INDETERMINADO [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,CANADA,PUNTARENAS,PARRITA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,CANADA,PUNTARENAS,PARRITA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-31,15:00:00 - 17:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-01-30,09:00:00 - 11:59:59,VEHICULO,CARGA LIVIANA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,15:00:00 - 17:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,CANADA,GUANACASTE,SANTA CRUZ,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,00:00:00 - 02:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,PUNTARENAS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Adulto Mayor,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,09:00:00 - 11:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,LIMON,LIMON,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,LIMON,LIMON,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,LIMON,LIMON,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,GOICOECHEA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,18:00:00 - 20:59:59,VEHICULO,RURAL 4X4 [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,GOICOECHEA,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,21:00:00 - 23:59:59,VEHICULO,MOTOCICLETA [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,CARTAGO,LA UNION,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,09:00:00 - 11:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,AUSTRIA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,06:00:00 - 08:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,ALEMANIA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,GARABITO,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-01,03:00:00 - 05:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,SAN CARLOS,
TACHA DE VEHICULO,TACHA DE VEHICULO,2025-02-02,21:00:00 - 23:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Adulto Mayor,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,
